notion_id,job_title,company,location,url,track,status,date,match_score,recommended_cv,why_fit,application_strategy,tags
,Tresenkraft (M/W/D) Basement,urban apes Group,Berlin,https://talents.studysmarter.de/companies/urban-apes-group/tresenkraft-m-w-d-basement-16016967,Bouldering Gyms,New,2026-08-20,7,CV for Bouldering Gyms,"Front desk role at boulder gym, free bouldering, growing chain",Apply via StudySmarter link with Bouldering CV,
,Fullstack Developer,Verimi,Berlin-Kreuzberg (remote),https://remoteok.com/remote-jobs/100001-remote-fullstack-developer-verimi,Developer,New,2026-08-20,7,CV for Fullstack/Frontend,"Fullstack role at Berlin-Kreuzberg office, remote work",Apply via remoteok with fullstack CV,
,IT-Systemadministrator - Schwerpunkt Windows Server / Cloud (m/w/d),ikon GmbH,Potsdam,https://www.stepstone.de/stellenangebote--IT-Systemadministrator-Schwerpunkt-Windows-Server-Cloud-m-w-d-Potsdam-IKON-GmbH--14277928-inline.html,Sys Admin,New,2026-08-19,7,CV for Sys Admin,Windows Server/Cloud administration at Potsdam IT service provider; 1st/2nd level support matches Sys Admin CV.,"Apply via StepStone with Sys Admin CV, highlight Windows Server/Cloud and 1st/2nd-level support experience.",
,Backend Engineer - Payments,N26,"Berlin, Barcelona",https://n26.com/en-eu/careers/positions/8132053?gh_jid=8132053,Developer,New,2026-08-19,7,CV for Fullstack/Frontend,Non-senior backend role at Berlin fintech; JVM/Node experience and microservice systems fit.,"Apply via N26 careers page, emphasize backend engineering, payments domain and TypeScript experience.",
,Product Engineer,Resend,Europe (Remote),https://jobs.ashbyhq.com/resend/61dbb0e7-95a6-4cd9-ab2d-1a5471fe0dd8,Developer,New,2026-08-19,8,CV for Fullstack/Frontend,"Developer-tools product company; React/TypeScript product engineer role, fully remote in Europe.","Apply via Ashby with Fullstack/Frontend CV, highlight React/TypeScript product engineering experience.",
,Bartender (m/w/d) im Dussmann – Kultur im KaDeWe,Dussmann das KulturKaufhaus,Berlin (City West / KaDeWe),https://dussmann.jobs/Bartender-m-w-d-im-Dussmann-Kultur-im-KaDeWe-ID-14668-de-j14668.html,Bar / Hospitality,New,2026-08-18,8,CV for Hospitality/Restaurant/Bar/Cafe,Freshly posted full-time bartender role in new KaDeWe gastronomy concept.,Apply via http://dussmann.jobs with CV highlighting bar and service experience.,
,System Administrator I - (IT Service Delivery),Delivery Hero,"Berlin, Germany",https://www.joblyst.tech/jobs/post/4eae68b8-059e-49cb-a77d-e73fe1312153,Sys Admin,New,2026-08-18,9,CV for Sys Admin,"Full-time on-site Berlin IT service desk role in English, 1-3 yrs sys admin, non-senior.","Apply via posting, focus on ITAM, Jira/Slack ticketing, Active Directory/AzureAD.",
,"Fullstack Software Engineer - React, Kotlin & Ruby on Rails (x/f/m)",Doctolib,"Berlin, Germany",https://jobs.accel.com/companies/doctolib-2/jobs/90122791-fullstack-software-engineer-react-kotlin-ruby-on-rails-x-f-m,Developer,New,2026-08-18,9,CV for Fullstack/Frontend,"Berlin fullstack on React/TypeScript frontend, English working language, posted 2026-08-15.","Apply via Doctolib careers, emphasize React+TypeScript and willingness to learn Kotlin/Rails.",
,Full Stack Developer (Node.js + React),Altamira Technologies,Europe (remote),https://job-boards.eu.greenhouse.io/altamiratechnologies/jobs/4776519101,Developer,New,2026-08-18,9,CV for Fullstack/Frontend,"Europe-remote fullstack Node.js + React on EU Greenhouse board, no senior tag.","Apply on EU Greenhouse board, stress Node.js+React and Berlin timezone fit for EU remote.",
,Front-end Engineer,http://Talon.One,Berlin,https://en.devjobs.de/job/6a9aebaf479f10cd5c6024d6fd6fa76c,Developer,New,2026-08-18,9,CV for Fullstack/Frontend,"Berlin front-end React/TypeScript role, English work environment, not senior-level.","Apply via http://devjobs.de/Talon.One careers, lead with React/TS product work.",
,Bartender (m/w/d),HOTEL ZOO BERLIN,Berlin (Kurfürstendamm),https://www.hotelcareer.com/jobs/hotel-zoo-berlin-3261/bartender-m-w-d-2809067,Bar / Hospitality,New,2026-08-18,9,CV for Hospitality/Restaurant/Bar/Cafe,"Full-time cocktail role at GRACE Bar / rooftop, welcomes German or English communicators.","Email CV + cover letter to mailto:HR@hotelzoo.de, highlight cocktail experience.",
,Backend Engineer - Customer Risk Lifecycle,N26,Berlin,https://boards.greenhouse.io/n26/jobs/6212328,Developer,New,2026-08-18,8,CV for Fullstack/Frontend,"Non-senior backend role in Berlin, strong TypeScript/Node.js fit in modern fintech stack.","Apply via N26 Greenhouse, emphasize TypeScript/Node.js microservices and fintech interest.",
,Frontend Engineer (Docs),Supabase,Remote (global),https://jobs.ashbyhq.com/supabase/65ba0235-eda1-42f2-bc1d-2eb066b083cd,Developer,New,2026-08-18,9,CV for Fullstack/Frontend,"Fully remote, open-source Next.js/React docs role, no seniority prefix, English working language.","Apply via Ashby with GitHub links, show Next.js docs-site experience and OSS contributions.",
,Fullstack Developer - SaaS solution (English),Mendato,Berlin,https://en.devjobs.de/job/16d196efead5b06c2a9ba81374ae2df5,Developer,New,2026-08-18,9,CV for Fullstack/Frontend,"Berlin fullstack (Node.js + React) posted in English, no senior requirement.","Apply via http://devjobs.de in English, mention SaaS product and end-to-end feature delivery.",
,Frontend Engineer,Clera,Berlin,https://jobs.ashbyhq.com/Clera/38432d8f-1da9-4370-9068-03b43bbbe4b1,Developer,New,2026-08-18,9,CV for Fullstack/Frontend,"Second Clera opening, frontend React/TypeScript in Berlin, matches primary stack directly.","Apply via Ashby, highlight React component architecture and TypeScript quality work.",
,Full Time Bartender,Goodtime International Entertainment,Berlin,https://de.jooble.org/rjdp/-1728590651343292477/Full-Time-Bartender-Berlin,Bar / Hospitality,New,2026-08-18,7,CV for Hospitality/Restaurant/Bar/Cafe,Full-time English-only bartender role in international resort-bar team.,"Apply via Jooble with English CV, availability and service attitude.",
,Barkeeper (f/m/d),MEININGER Shared Services GmbH (Hotel Berlin Mitte),Berlin,https://www.hotelcareer.com/jobs/meininger-shared-services-gmbh-15473/barkeeper-f-m-d-4019740,Bar / Hospitality,New,2026-08-18,8,CV for Hospitality/Restaurant/Bar/Cafe,"Full-time bartender role at international hybrid hotel, written in English.","Apply online via Hotelcareer in English, note international guest experience.",
,Fullstack Developer (m/d/f),Axel Springer News Media National,Berlin,https://jobs.smartrecruiters.com/AxelSpringerNewsMediaNational/744000132339801-fullstack-developer-m-f-d-,Developer,New,2026-08-18,8,CV for Fullstack/Frontend,"Berlin fullstack in large media-tech org, international team, modern web stack, no senior tag.","Apply via SmartRecruiters, mention React/TypeScript and media product interest.",
,"Commis de Bar (m/w/d) - The Ritz-Carlton, Berlin","The Ritz-Carlton, Berlin",Berlin,https://www.hotelcareer.com/jobs/the-ritz-carlton-berlin-507/commis-de-bar-m-w-d-the-ritz-carlton-berlin-4016906,Bar / Hospitality,New,2026-08-18,8,CV for Hospitality/Restaurant/Bar/Cafe,"Full-time junior bar role at The Curtain Club, five-star hotel, premium bar experience.","Apply via Hotelcareer, stress guest-service attitude and willingness to learn.",
,Product Engineer (Full-Stack),Clera,Berlin,https://jobs.ashbyhq.com/Clera/675fe81e-9e7d-482b-9e08-5e858e4216e2,Developer,New,2026-08-18,9,CV for Fullstack/Frontend,"Non-senior full-stack product engineer in Berlin on Ashby, broad scope suits mid-level React/TS.",Apply via Ashby with focused cover letter on end-to-end product work and TypeScript.,
,Team Member (Vollzeit),Klettermax HAPIK Berlin,Berlin,https://dev.klettermax.berlin/jobs,Bouldering Gyms,New,2026-06-20,6,CV for Bouldering Gyms,Full-time; customer service in climbing gym; Berlin; no climbing experience required,Apply with customer service focus and genuine interest in climbing,
,Frontend Developer,HeyJobs,,https://jobs.ashbyhq.com/heyjobs/1d735dea-4fe8-46be-ad99-f72942148c8b/application?utm_source=linkedin-paid-listings-murat,Developer,Declined,2024-02-28,,,,,
,Barkeeper (m/w/d),TITANIC CHAUSSEE BERLIN,Berlin (Mitte),https://www.hotelcareer.com/jobs/titanic-chaussee-berlin-60606/barkeeper-m-w-d-3441433,Bar / Hospitality,New,2026-08-18,6,CV for Hospitality/Restaurant/Bar/Cafe,"Full-time hotel barkeeper near central station, only B2 German/English needed.",Apply via Hotelcareer with proof of bar experience and language level.,
,IT-Systemadministrator für 2nd/3rd Level Support (m/w/d),GFAD Gruppe,"Berlin, Germany",https://www.workwise.io/job/125456-it-systemadministrator-fuer-2nd-3rd-level-support-m-w-d,Sys Admin,New,2026-08-18,7,CV for Sys Admin,"Full-time 40h Berlin service-desk role, 2nd/3rd level support, salary 36-50k EUR.","Apply instantly via Workwise, highlight Level 2/3 troubleshooting experience.",
,Frontend Developer,OH-SO Digital,Remote Germany,https://remotive.com/remote/jobs/software-development/frontend-developer-5229616,Developer,New,2026-08-17,7,CV for Fullstack/Frontend,"Frontend role, remote Germany, full-time, AI-native agency (WPP)",Apply via Remotive with frontend CV,
,System Administrator (d/f/m),Taxfix,Berlin,https://jobs.ashbyhq.com/taxfix.com/881e6d21-6261-45b1-aeb7-24c61bd99e94,Sys Admin,New,2026-08-17,8,CV for Sys Admin,"Corporate IT sysadmin/support, Berlin hybrid, full-time, fintech",Apply via Ashby with sysadmin CV,
,Full-Stack Engineer (TypeScript - Prototyping),Orcrist Technologies,Remote / Berlin,http://job-boards.eu.greenhouse.io/orcristtechnologies/jobs/4747053101,Developer,New,2026-08-17,8,CV for Fullstack/Frontend,"Full-stack TS/Next.js/React/Node, remote-first Germany with Berlin sprints, 30 days vacation",Apply via greenhouse with fullstack CV,
,IT Support Administrator (all genders),Highsnobiety,Berlin,https://jobs.highsnobiety.com/jobs/7965321-it-support-administrator-all-genders,Sys Admin,New,2026-08-17,7,CV for Sys Admin,"IT support, Berlin, 1-2+ yrs, full-time, creative company",Apply via Teamtailor with sysadmin CV,
,Tresenkolleg:innen / Tresen Team,Magic Mountain Berlin,Berlin,https://www.magicmountain.de/kategorie/jobs,Bouldering Gyms,New,2026-08-17,7,CV for Bouldering Gyms,"Climbing gym counter staff in Berlin, current opening (Aug 2026)",Apply via Magic Mountain website with bouldering CV,
,Bartender (m/w/d),Wilmina,Berlin,https://www.hotelcareer.de/jobs/wilmina-111245/bartender-m-w-d-3925619,Bar / Hospitality,New,2026-08-16,7,CV for Hospitality/Restaurant/Bar/Cafe,Bartender at boutique hotel bar in Berlin-Charlottenburg. Full-time option available. Service and guest experience focus.,Email CV and short cover letter to mailto:team@wilmina.com,
,Midlevel Full Stack Engineer,krisenchat,Remote (Germany),https://krisenchat.jobs.personio.com/job/2750242?language=en,Developer,New,2026-08-16,9,CV for Fullstack/Frontend,"Midlevel fullstack role using React/Next.js/TypeScript/Node.js. Full-time 40h, 50-60k EUR. English workplace, German a bonus. Strong match for stack.",Apply via krisenchat Personio portal with tailored CV highlighting React/TypeScript fullstack projects,
,Frontend Developer (TypeScript/ReactJS),Worldia,Berlin,https://jobs.smartrecruiters.com/Worldia/743999777408550-frontend-developer-typescript-reactjs,Developer,New,2026-08-15,8,CV for Fullstack/Frontend,TypeScript/React; Berlin-based traveltech; matches stack,Apply via SmartRecruiters; highlight TS/React and Berlin relocation,
,Software Engineer (frontend-biased),HiPeople,Remote,https://jobs.ashbyhq.com/hipeople-official/db32431f-e34e-4acf-8af1-1e4ea8613bf3,Developer,New,2026-08-15,8,CV for Fullstack/Frontend,Frontend-biased React/TS/Redux role; remote; strong product engineering,"Apply via Ashby; highlight React, Redux, and product ownership",
,Front-End Developer,Injective Labs,Remote,https://jobs.ashbyhq.com/injective-labs/3c3d42e6-a2a8-41a8-bc57-32fb4f11ef44,Developer,New,2026-08-15,7,CV for Fullstack/Frontend,Frontend engineering in web3/blockchain; TypeScript/React; remote,Apply via Ashby; emphasize React and frontend performance,
,Frontend Developer (React),Careerswift,Remote,https://jobs.ashbyhq.com/careerswift.ai/4ec17595-7d02-45d8-b8be-4e99fa4c5b33,Developer,New,2026-08-15,7,CV for Fullstack/Frontend,React/TypeScript frontend; remote; AI recruiting startup,Apply via Ashby; highlight TS/React and AI product interest,
,Full-Stack Engineer,Tempo,Remote (US),https://jobs.ashbyhq.com/tempo/374cb123-0dde-427f-a907-e59b66d14624,Developer,New,2026-08-15,8,CV for Fullstack/Frontend,Full-stack TypeScript/React with Supabase; remote; matches fullstack skillset,Apply via Ashby; highlight TS/React and full-stack experience,
,Bartender (GRACE Bar),Hotel Zoo Berlin,Berlin,https://www.hotelcareer.com/jobs/hotel-zoo-berlin-3261,Bar / Hospitality,New,2026-08-15,7,CV for Hospitality/Restaurant/Bar/Cafe,"Full-time bartender at GRACE bar, Ku'damm; listed Aug 2026",Apply via Hotelcareer; highlight cocktail/bar experience,
,Frontend Software Developer,Planera,Remote,https://jobs.ashbyhq.com/planera/0696643b-2fab-432e-9aa1-90544804b29d,Developer,New,2026-08-15,7,CV for Fullstack/Frontend,React frontend; remote; construction tech product,Apply via Ashby; highlight React and UI engineering,
,Frontend Developer,Gismart,Remote (worldwide),https://jobs.ashbyhq.com/gismart/415cf346-6a83-4520-aa15-c0c5cc92766a,Developer,New,2026-08-15,6,CV for Fullstack/Frontend,React-based frontend role; remote anywhere; apps/games company,Apply via Ashby; highlight React and product sense,
,System Administrator I (IT Service Delivery),Delivery Hero,Berlin,https://jobs.smartrecruiters.com/DeliveryHero/744000143470039-system-administrator-i-it-service-delivery-,Sys Admin,New,2026-08-15,7,CV for Sys Admin,"Entry-level IT service desk; Windows/Mac, MDM (JAMF/Intune); on-site Berlin; English OK",Apply via SmartRecruiters; highlight IT support and MDM experience; answer screening questions,
,IT Administrator (f/m/d),Wunderflats,Berlin,https://job-boards.eu.greenhouse.io/wunderflats/jobs/4943791101,Sys Admin,New,2026-08-14,7,CV for Sys Admin,"Berlin scale-up, 3+ yrs IT admin, Tier 1-3 support, automation + system admin, English + German B1 ok",Apply via Greenhouse; highlight system administration and automation skills,
,Open Source Engineer,NetBird,Berlin / Remote (Germany),https://jobs.ashbyhq.com/netbird/103f9e7d-e32b-4ac2-a041-501b470c9fc4,Developer,New,2026-08-14,7,CV for Fullstack/Frontend,"Full-stack with Go/TypeScript/React, 3+ yrs, community-facing OSS role, Berlin-based, strong fit for frontend+fullstack experience",Apply via Ashby; highlight open-source portfolio and React/TypeScript work,
,Barista (m/w/d),Mokka Milch GmbH,Berlin,https://www.hotelcareer.com/jobs/mokka-milch-gmbh-128191,Bar / Hospitality,New,2026-08-14,6,CV for Hospitality/Restaurant/Bar/Cafe,"Full-time barista role at Berlin third place cafe/bar, hospitality track fit",Apply via Hotelcareer; highlight bar/customer service experience,
,IT Administrator (m/w/d),Flatpay,Berlin,https://startup.jobs/it-administrator-m-w-d-flatpay-8923961,Sys Admin,New,2026-08-14,7,CV for Sys Admin,"Berlin fintech (500+), full-time IT admin, first-level support + iOS device mgmt, fast-growing company",Apply via http://Startup.jobs; highlight system administration and device management experience,
,Software Engineer (Frontend),Recare Deutschland GmbH,Berlin,https://www.arbeitnow.com/jobs/companies/recare-deutschland-gmbh/remote-software-engineer-frontend-berlin-42694,Developer,New,2026-08-13,7,CV for Fullstack/Frontend,"Berlin, healthcare startup, React/TypeScript frontend, English-speaking team",Apply via Arbeitnow with healthcare-adjacent frontend work,
,Junior Frontend Engineer,Almedia,Berlin,https://www.arbeitnow.com/jobs/companies/almedia/junior-frontend-engineer-berlin-358337,Developer,New,2026-08-13,7,CV for Fullstack/Frontend,"Berlin junior role, React/TypeScript, equity offered, English required",Apply via Arbeitnow emphasizing React portfolio,
,Service Desk Administrator (Junior),NinjaOne,Berlin,https://jobs.jobvite.com/ninjaone/job/orclAfwi,Sys Admin,New,2026-08-13,8,CV for Sys Admin,"Berlin office at Alexanderplatz, English, IT service desk admin, cloud/hardware/software support",Apply via NinjaOne jobvite with IT support CV,
,Full-Stack Software Engineer,Clera,Berlin,https://www.arbeitnow.com/jobs/companies/clera/full-stack-software-engineer-berlin-49318,Developer,New,2026-08-13,8,CV for Fullstack/Frontend,"Berlin, English-speaking startup, Node.js/React/TypeScript, 3+ yrs, AI features, product ownership",Apply via Arbeitnow with fullstack TS/React portfolio,
,Full-Stack Engineer (f/m/d),Zenjob,Berlin,https://www.arbeitnow.com/jobs/companies/zenjob/full-stack-engineer-berlin-10909,Developer,New,2026-08-13,8,CV for Fullstack/Frontend,"Berlin, AI flexible staffing platform, fullstack, English, product role",Apply via Arbeitnow/Zenjob careers with fullstack TypeScript,
,Barkeeper (m/w/d),AMANO Hotels,Berlin,https://www.hotelcareer.com/jobs/amano-hotels-129074/barkeeper-m-w-d-4016207,Bar / Hospitality,New,2026-08-13,6,CV for Hospitality/Restaurant/Bar/Cafe,"AMANO hotel group Berlin, full-time bartender, urban hotel bar",Apply via Hotelcareer highlighting bar experience,
,Frontend Engineer,Almedia,Berlin,https://www.arbeitnow.com/jobs/companies/almedia/frontend-engineer-berlin-118389,Developer,New,2026-08-13,8,CV for Fullstack/Frontend,"Berlin, fast-growing AdTech unicorn candidate, React/TypeScript, English required",Apply via Arbeitnow with frontend React projects,
,"Software Engineer, Full-Stack (Experimentation)",Superhuman,Berlin,https://www.arbeitnow.com/jobs/companies/superhuman20platform20inc/software-engineer-full-stack-experimentation-berlin-450352,Developer,New,2026-08-13,7,CV for Fullstack/Frontend,"Berlin, product-led, full-stack experimentation, English workplace",Apply via Arbeitnow with product-driven fullstack examples,
,Frontend Engineer,Oneleet,Remote (EU/US),https://jobs.ashbyhq.com/oneleet/3d382df2-2239-4c7c-b48b-19a3ac71e8d1,Developer,New,2026-08-13,6,CV for Fullstack/Frontend,"Remote EU/US, security startup, full-time frontend, React, US/EU timezone ok",Apply via Ashby noting EU remote fit,
,Frontend Engineer - Agentic AI,CUBE,Berlin,https://jobs.ashbyhq.com/CUBE/1cc840ea-cad7-4025-a4af-562f4eda3e18,Developer,New,2026-08-13,7,CV for Fullstack/Frontend,"Berlin AI lab, scalable React web apps + AI agent interfaces, full-time",Apply via Ashby with AI-interest + React work,
,Product Engineer,Attio,Remote (Germany/Europe),https://jobs.ashbyhq.com/attio/,Developer,New,2026-08-11,8,CV for Fullstack/Frontend,"Non-senior Product Engineer at growing CRM startup, remote in Germany, ~EUR 80-100k; fullstack React/TypeScript fit","Apply on Ashby with tailored CV highlighting React, TypeScript, and product-driven engineering",
,"Fullstack Engineer, React/TypeScript",Nelly Solutions,Berlin,https://jobs.lever.co/nelly/2d9bb896-2c6a-49a2-82c6-45691502353b,Developer,New,2026-08-11,8,CV for Fullstack/Frontend,Early-stage medical fintech in Berlin hiring fullstack React/TypeScript engineer (non-senior),Apply via Lever with tailored CV highlighting React and TypeScript,
,Frontend Engineer,Supabase,Remote (Worldwide),https://jobs.ashbyhq.com/supabase/f048dd68-63f8-4f98-9860-3d5a43c09a01,Developer,New,2026-08-11,8,CV for Fullstack/Frontend,"Frontend (React) role at Supabase, global remote; strong developer-platform brand",Apply on Ashby with tailored CV emphasizing React/TypeScript frontend work,
,Frontend Developer (React),dkbcodefactory,Berlin,https://www.arbeitnow.com/jobs/companies/dkbcodefactory/frontend-developer-react-berlin-201443,Developer,New,2026-08-11,7,CV for Fullstack/Frontend,React frontend role in Berlin,Apply via Arbeitnow listing with tailored CV emphasizing React,
,Frontend Engineer (User),Clerk,Remote (Global),https://jobs.ashbyhq.com/clerk/8d80bd27-d58c-4d1a-ac29-deb3f7ed8ee6,Developer,New,2026-08-11,8,CV for Fullstack/Frontend,Frontend React/TypeScript role at fast-growing auth (Next.js) startup; strong brand value,Apply on Ashby with tailored CV emphasizing React/TypeScript and frontend UX work,
,"Full Stack Developer (TypeScript, React, Node)",Get Your Tech Talent,Berlin (Hybrid/Remote),https://www.ziprecruiter.de/jobs/543013681-full-stack-developer-typescript-react-node-berlin-hybrid-remote-bei-get-your-tech-talent,Developer,New,2026-08-11,8,CV for Fullstack/Frontend,Direct match to TypeScript/React/Node fullstack stack in Berlin with remote flexibility,"Apply via ZipRecruiter with tailored CV highlighting TypeScript, React, and Node",
,"Software Engineer, Next.js",Vercel,Remote,https://www.remotefront.com/remote-jobs/vercel-software-engineer-next-js-j4wvq,Developer,New,2026-08-11,8,CV for Fullstack/Frontend,"Next.js-focused software engineer role at Vercel, fully remote; direct fit for Next.js/React/TypeScript stack",Apply via remote job listing / Vercel careers with tailored CV emphasizing Next.js,
,Full Stack Developer,Pandata,Berlin,https://berlinstartupjobs.com/engineering/full-stack-developer-pandata-gmbh/,Developer,New,2026-08-11,7,CV for Fullstack/Frontend,Next.js/TypeScript fullstack role at a Berlin data-solutions startup,Apply via Berlin Startup Jobs listing with tailored CV emphasizing Next.js/TypeScript,
,Frontend Engineer (React / TypeScript),PERSOHAP,Berlin,https://www.xing.com/jobs/berlin-frontend-engineer-react-typescript-156687634,Developer,New,2026-08-11,7,CV for Fullstack/Frontend,Frontend Engineer role in Berlin matching React/TypeScript skillset,Apply on XING with tailored CV emphasizing React/TypeScript experience,
,Fullstack Engineer,azeti GmbH,Berlin/Remote DE,https://azeti.jobs.personio.de/job/1110818?language=en,Developer,New,2026-06-29,7,CV for Fullstack/Frontend,"Kotlin/Java + TypeScript/React, Berlin hybrid, English OK",Apply via Personio,
,SDK Engineer - JavaScript,Supabase,Remote (Worldwide),https://jobs.ashbyhq.com/supabase/f44742fb-18c6-478f-bf78-63707ed57db7,Developer,New,2026-08-11,8,CV for Fullstack/Frontend,"JavaScript/TypeScript SDK engineering at Supabase, global remote; strong fit for TypeScript skills",Apply on Ashby with tailored CV emphasizing TypeScript and SDK/library work,
,IT Support & Kundenbetreuung (m/w/d),Kabema Consulting GmbH,Berlin,https://www.workwise.io/jobs/berlin/it-support,Sys Admin,New,2026-08-10,7,CV for Sys Admin,"IT support and customer care in Berlin, 40-45k, support team role",Apply via Workwise; emphasize customer-facing IT support experience,
,Fullstack Developer (m/f/d),Elara Digital GmbH,Berlin,https://builtin.com/job/fullstack-developer-m-f-d/8476994,Developer,New,2026-08-10,8,CV for Fullstack/Frontend,"Fullstack React/TypeScript SaaS app in Berlin, remote possible, focuses on functional UI","Apply via Built In listing with fullstack CV; highlight React, TypeScript, PostgreSQL experience",
